ProductKey	CustomerKey	OrderQuantity	UnitPrice	TotalProductCost	SalesAmount	OrderDate
584	28205	1	539,99	343,6496	539,99	26/04/2013 0:00
473	28205	1	63,5	23,749	63,5	26/04/2013 0:00
380	19105	1	2443,35	1554,9479	2443,35	26/04/2013 0:00
214	19105	1	34,99	13,0863	34,99	26/04/2013 0:00
372	19568	1	2443,35	1554,9479	2443,35	26/04/2013 0:00
540	19568	1	32,6	12,1924	32,6	26/04/2013 0:00
529	19568	1	3,99	1,4923	3,99	26/04/2013 0:00
480	19568	1	2,29	0,8565	2,29	26/04/2013 0:00
376	19577	1	2443,35	1554,9479	2443,35	26/04/2013 0:00
477	19577	1	4,99	1,8663	4,99	26/04/2013 0:00
479	19577	1	8,99	3,3623	8,99	26/04/2013 0:00
480	19577	1	2,29	0,8565	2,29	26/04/2013 0:00
563	24818	1	2384,07	1481,9379	2384,07	26/04/2013 0:00
489	24818	1	53,99	41,5723	53,99	26/04/2013 0:00
605	22888	1	539,99	343,6496	539,99	26/04/2013 0:00
604	22067	1	539,99	343,6496	539,99	26/04/2013 0:00
388	19984	1	1120,49	713,0798	1120,49	26/04/2013 0:00
488	19984	1	53,99	41,5723	53,99	26/04/2013 0:00
225	19984	1	8,99	6,9223	8,99	26/04/2013 0:00
390	19518	1	1120,49	713,0798	1120,49	26/04/2013 0:00
228	19518	1	49,99	38,4923	49,99	26/04/2013 0:00
465	19518	1	24,49	9,1593	24,49	26/04/2013 0:00
574	28365	1	2384,07	1481,9379	2384,07	26/04/2013 0:00
479	28365	1	8,99	3,3623	8,99	26/04/2013 0:00
477	28365	1	4,99	1,8663	4,99	26/04/2013 0:00
214	28365	1	34,99	13,0863	34,99	26/04/2013 0:00
528	21363	1	4,99	1,8663	4,99	27/04/2013 0:00
528	21365	1	4,99	1,8663	4,99	27/04/2013 0:00
480	21365	1	2,29	0,8565	2,29	27/04/2013 0:00
530	23094	1	4,99	1,8663	4,99	27/04/2013 0:00
487	23094	1	54,99	20,5663	54,99	27/04/2013 0:00
484	23094	1	7,95	2,9733	7,95	27/04/2013 0:00
475	27358	1	69,99	26,1763	69,99	27/04/2013 0:00
482	27358	1	8,99	3,3623	8,99	27/04/2013 0:00
474	14087	1	69,99	26,1763	69,99	27/04/2013 0:00
473	14087	1	63,5	23,749	63,5	27/04/2013 0:00
529	16185	1	3,99	1,4923	3,99	27/04/2013 0:00
484	13614	1	7,95	2,9733	7,95	27/04/2013 0:00
583	24834	1	1700,99	1082,51	1700,99	27/04/2013 0:00
217	24834	1	34,99	13,0863	34,99	27/04/2013 0:00
225	24834	1	8,99	6,9223	8,99	27/04/2013 0:00
479	19961	1	8,99	3,3623	8,99	27/04/2013 0:00
372	22464	1	2443,35	1554,9479	2443,35	27/04/2013 0:00
529	11164	1	3,99	1,4923	3,99	27/04/2013 0:00
480	11164	1	2,29	0,8565	2,29	27/04/2013 0:00
234	11632	1	49,99	38,4923	49,99	27/04/2013 0:00
539	28803	1	24,99	9,3463	24,99	27/04/2013 0:00
480	28803	1	2,29	0,8565	2,29	27/04/2013 0:00
530	28281	1	4,99	1,8663	4,99	27/04/2013 0:00
480	28281	1	2,29	0,8565	2,29	27/04/2013 0:00
539	29173	1	24,99	9,3463	24,99	27/04/2013 0:00
480	29173	1	2,29	0,8565	2,29	27/04/2013 0:00
529	28633	1	3,99	1,4923	3,99	27/04/2013 0:00
539	28633	1	24,99	9,3463	24,99	27/04/2013 0:00
486	28633	1	159	59,466	159	27/04/2013 0:00
538	27443	1	21,49	8,0373	21,49	27/04/2013 0:00
480	27443	1	2,29	0,8565	2,29	27/04/2013 0:00
541	16358	1	28,99	10,8423	28,99	27/04/2013 0:00
530	16358	1	4,99	1,8663	4,99	27/04/2013 0:00
535	11501	1	24,99	9,3463	24,99	27/04/2013 0:00
529	24419	1	3,99	1,4923	3,99	27/04/2013 0:00
540	24419	1	32,6	12,1924	32,6	27/04/2013 0:00
222	24419	1	34,99	13,0863	34,99	27/04/2013 0:00
528	26240	1	4,99	1,8663	4,99	27/04/2013 0:00
535	26240	1	24,99	9,3463	24,99	27/04/2013 0:00
477	21288	1	4,99	1,8663	4,99	27/04/2013 0:00
478	21288	1	9,99	3,7363	9,99	27/04/2013 0:00
475	16012	1	69,99	26,1763	69,99	27/04/2013 0:00
477	11922	1	4,99	1,8663	4,99	27/04/2013 0:00
487	11922	1	54,99	20,5663	54,99	27/04/2013 0:00
477	17357	1	4,99	1,8663	4,99	27/04/2013 0:00
528	15269	1	4,99	1,8663	4,99	27/04/2013 0:00
480	15269	1	2,29	0,8565	2,29	27/04/2013 0:00
485	15519	1	21,98	8,2205	21,98	27/04/2013 0:00
485	13308	1	21,98	8,2205	21,98	27/04/2013 0:00
484	13308	1	7,95	2,9733	7,95	27/04/2013 0:00
485	17217	1	21,98	8,2205	21,98	27/04/2013 0:00
237	17217	1	49,99	38,4923	49,99	27/04/2013 0:00
482	17217	1	8,99	3,3623	8,99	27/04/2013 0:00
535	19075	1	24,99	9,3463	24,99	27/04/2013 0:00
528	19075	1	4,99	1,8663	4,99	27/04/2013 0:00
217	19075	1	34,99	13,0863	34,99	27/04/2013 0:00
474	28514	1	69,99	26,1763	69,99	27/04/2013 0:00
225	28514	1	8,99	6,9223	8,99	27/04/2013 0:00
535	17886	1	24,99	9,3463	24,99	27/04/2013 0:00
477	17886	1	4,99	1,8663	4,99	27/04/2013 0:00
225	17886	1	8,99	6,9223	8,99	27/04/2013 0:00
536	20554	1	29,99	11,2163	29,99	27/04/2013 0:00
528	20554	1	4,99	1,8663	4,99	27/04/2013 0:00
477	22488	1	4,99	1,8663	4,99	27/04/2013 0:00
530	26389	1	4,99	1,8663	4,99	27/04/2013 0:00
541	26389	1	28,99	10,8423	28,99	27/04/2013 0:00
480	26389	1	2,29	0,8565	2,29	27/04/2013 0:00
530	24146	1	4,99	1,8663	4,99	27/04/2013 0:00
487	24146	1	54,99	20,5663	54,99	27/04/2013 0:00
530	25554	1	4,99	1,8663	4,99	27/04/2013 0:00
480	25554	1	2,29	0,8565	2,29	27/04/2013 0:00
528	12927	1	4,99	1,8663	4,99	27/04/2013 0:00
537	12927	1	35	13,09	35	27/04/2013 0:00
217	12927	1	34,99	13,0863	34,99	27/04/2013 0:00
465	12927	1	24,49	9,1593	24,49	27/04/2013 0:00
528	11855	1	4,99	1,8663	4,99	27/04/2013 0:00
537	11855	1	35	13,09	35	27/04/2013 0:00
485	13421	1	21,98	8,2205	21,98	27/04/2013 0:00
480	13421	1	2,29	0,8565	2,29	27/04/2013 0:00
537	11866	1	35	13,09	35	27/04/2013 0:00
225	13586	1	8,99	6,9223	8,99	27/04/2013 0:00
581	20668	1	1700,99	1082,51	1700,99	27/04/2013 0:00
231	20668	1	49,99	38,4923	49,99	27/04/2013 0:00
594	15885	1	564,99	308,2179	564,99	27/04/2013 0:00
477	15885	1	4,99	1,8663	4,99	27/04/2013 0:00
478	15885	1	9,99	3,7363	9,99	27/04/2013 0:00
217	15885	1	34,99	13,0863	34,99	27/04/2013 0:00
353	11630	1	2319,99	1265,6195	2319,99	27/04/2013 0:00
537	11630	1	35	13,09	35	27/04/2013 0:00
357	12929	1	2319,99	1265,6195	2319,99	27/04/2013 0:00
485	12929	1	21,98	8,2205	21,98	27/04/2013 0:00
214	12929	1	34,99	13,0863	34,99	27/04/2013 0:00
604	20989	1	539,99	343,6496	539,99	27/04/2013 0:00
538	20989	1	21,49	8,0373	21,49	27/04/2013 0:00
225	20989	1	8,99	6,9223	8,99	27/04/2013 0:00
604	20991	1	539,99	343,6496	539,99	27/04/2013 0:00
374	17051	1	2443,35	1554,9479	2443,35	27/04/2013 0:00
529	17051	1	3,99	1,4923	3,99	27/04/2013 0:00
540	17051	1	32,6	12,1924	32,6	27/04/2013 0:00
480	17051	1	2,29	0,8565	2,29	27/04/2013 0:00
355	12350	1	2319,99	1265,6195	2319,99	27/04/2013 0:00
569	24418	1	742,35	461,4448	742,35	27/04/2013 0:00
479	24418	1	8,99	3,3623	8,99	27/04/2013 0:00
357	12004	1	2319,99	1265,6195	2319,99	27/04/2013 0:00
361	11120	1	2294,99	1251,9813	2294,99	27/04/2013 0:00
537	11120	1	35	13,09	35	27/04/2013 0:00
528	11120	1	4,99	1,8663	4,99	27/04/2013 0:00
222	11120	1	34,99	13,0863	34,99	27/04/2013 0:00
465	11120	1	24,49	9,1593	24,49	27/04/2013 0:00
604	22880	1	539,99	343,6496	539,99	27/04/2013 0:00
479	22880	1	8,99	3,3623	8,99	27/04/2013 0:00
604	22887	1	539,99	343,6496	539,99	27/04/2013 0:00
479	22887	1	8,99	3,3623	8,99	27/04/2013 0:00
477	22887	1	4,99	1,8663	4,99	27/04/2013 0:00
467	22887	1	24,49	9,1593	24,49	27/04/2013 0:00
575	12640	1	2384,07	1481,9379	2384,07	27/04/2013 0:00
225	12640	1	8,99	6,9223	8,99	27/04/2013 0:00
382	16524	1	1120,49	713,0798	1120,49	28/04/2013 0:00
214	16524	1	34,99	13,0863	34,99	28/04/2013 0:00
363	12653	1	2294,99	1251,9813	2294,99	28/04/2013 0:00
478	12653	1	9,99	3,7363	9,99	28/04/2013 0:00
477	12653	1	4,99	1,8663	4,99	28/04/2013 0:00
491	12653	1	53,99	41,5723	53,99	28/04/2013 0:00
465	12653	1	24,49	9,1593	24,49	28/04/2013 0:00
353	12131	1	2319,99	1265,6195	2319,99	28/04/2013 0:00
214	12131	1	34,99	13,0863	34,99	28/04/2013 0:00
479	11019	1	8,99	3,3623	8,99	28/04/2013 0:00
484	28599	1	7,95	2,9733	7,95	28/04/2013 0:00
217	28783	1	34,99	13,0863	34,99	28/04/2013 0:00
528	21208	1	4,99	1,8663	4,99	28/04/2013 0:00
217	21208	1	34,99	13,0863	34,99	28/04/2013 0:00
217	13037	1	34,99	13,0863	34,99	28/04/2013 0:00
540	14124	1	32,6	12,1924	32,6	28/04/2013 0:00
598	17744	1	539,99	294,5797	539,99	28/04/2013 0:00
222	17744	1	34,99	13,0863	34,99	28/04/2013 0:00
225	17744	1	8,99	6,9223	8,99	28/04/2013 0:00
372	24558	1	2443,35	1554,9479	2443,35	28/04/2013 0:00
217	24558	1	34,99	13,0863	34,99	28/04/2013 0:00
225	24558	1	8,99	6,9223	8,99	28/04/2013 0:00
529	28866	1	3,99	1,4923	3,99	28/04/2013 0:00
539	28866	1	24,99	9,3463	24,99	28/04/2013 0:00
214	28866	1	34,99	13,0863	34,99	28/04/2013 0:00
489	28866	1	53,99	41,5723	53,99	28/04/2013 0:00
529	29177	1	3,99	1,4923	3,99	28/04/2013 0:00
539	29177	1	24,99	9,3463	24,99	28/04/2013 0:00
538	11212	1	21,49	8,0373	21,49	28/04/2013 0:00
480	11212	1	2,29	0,8565	2,29	28/04/2013 0:00
541	26696	1	28,99	10,8423	28,99	28/04/2013 0:00
530	26696	1	4,99	1,8663	4,99	28/04/2013 0:00
222	26696	1	34,99	13,0863	34,99	28/04/2013 0:00
540	24982	1	32,6	12,1924	32,6	28/04/2013 0:00
480	24982	1	2,29	0,8565	2,29	28/04/2013 0:00
478	21782	1	9,99	3,7363	9,99	28/04/2013 0:00
477	21782	1	4,99	1,8663	4,99	28/04/2013 0:00
217	21782	1	34,99	13,0863	34,99	28/04/2013 0:00
478	14274	1	9,99	3,7363	9,99	28/04/2013 0:00
475	11769	1	69,99	26,1763	69,99	28/04/2013 0:00
225	11769	1	8,99	6,9223	8,99	28/04/2013 0:00
474	20326	1	69,99	26,1763	69,99	28/04/2013 0:00
228	20326	1	49,99	38,4923	49,99	28/04/2013 0:00
481	20326	1	8,99	3,3623	8,99	28/04/2013 0:00
475	19242	1	69,99	26,1763	69,99	28/04/2013 0:00
528	15544	1	4,99	1,8663	4,99	28/04/2013 0:00
485	15544	1	21,98	8,2205	21,98	28/04/2013 0:00
217	15544	1	34,99	13,0863	34,99	28/04/2013 0:00
237	15544	1	49,99	38,4923	49,99	28/04/2013 0:00
528	14594	1	4,99	1,8663	4,99	28/04/2013 0:00
486	14594	1	159	59,466	159	28/04/2013 0:00
528	19862	1	4,99	1,8663	4,99	28/04/2013 0:00
540	14202	1	32,6	12,1924	32,6	28/04/2013 0:00
485	16192	1	21,98	8,2205	21,98	28/04/2013 0:00
234	16192	1	49,99	38,4923	49,99	28/04/2013 0:00
536	17843	1	29,99	11,2163	29,99	28/04/2013 0:00
472	17843	1	63,5	23,749	63,5	28/04/2013 0:00
477	12295	1	4,99	1,8663	4,99	28/04/2013 0:00
214	12295	1	34,99	13,0863	34,99	28/04/2013 0:00
538	25667	1	21,49	8,0373	21,49	28/04/2013 0:00
480	25667	1	2,29	0,8565	2,29	28/04/2013 0:00
530	12814	1	4,99	1,8663	4,99	28/04/2013 0:00
465	12814	1	24,49	9,1593	24,49	28/04/2013 0:00
530	17881	1	4,99	1,8663	4,99	28/04/2013 0:00
487	17881	1	54,99	20,5663	54,99	28/04/2013 0:00
537	11789	1	35	13,09	35	28/04/2013 0:00
480	11789	1	2,29	0,8565	2,29	28/04/2013 0:00
537	11846	1	35	13,09	35	28/04/2013 0:00
587	14106	1	769,49	419,7784	769,49	28/04/2013 0:00
528	14106	1	4,99	1,8663	4,99	28/04/2013 0:00
536	14106	1	29,99	11,2163	29,99	28/04/2013 0:00
217	14106	1	34,99	13,0863	34,99	28/04/2013 0:00
571	26357	1	742,35	461,4448	742,35	28/04/2013 0:00
222	26357	1	34,99	13,0863	34,99	28/04/2013 0:00
589	17046	1	769,49	419,7784	769,49	28/04/2013 0:00
474	17046	1	69,99	26,1763	69,99	28/04/2013 0:00
231	17046	1	49,99	38,4923	49,99	28/04/2013 0:00
580	18768	1	1700,99	1082,51	1700,99	28/04/2013 0:00
214	18768	1	34,99	13,0863	34,99	28/04/2013 0:00
583	14130	1	1700,99	1082,51	1700,99	28/04/2013 0:00
529	14130	1	3,99	1,4923	3,99	28/04/2013 0:00
539	14130	1	24,99	9,3463	24,99	28/04/2013 0:00
214	14130	1	34,99	13,0863	34,99	28/04/2013 0:00
562	29180	1	2384,07	1481,9379	2384,07	28/04/2013 0:00
479	29180	1	8,99	3,3623	8,99	28/04/2013 0:00
477	29180	1	4,99	1,8663	4,99	28/04/2013 0:00
490	29180	1	53,99	41,5723	53,99	28/04/2013 0:00
380	19102	1	2443,35	1554,9479	2443,35	28/04/2013 0:00
484	19102	1	7,95	2,9733	7,95	28/04/2013 0:00
595	17515	1	564,99	308,2179	564,99	28/04/2013 0:00
363	12354	1	2294,99	1251,9813	2294,99	28/04/2013 0:00
477	12354	1	4,99	1,8663	4,99	28/04/2013 0:00
478	12354	1	9,99	3,7363	9,99	28/04/2013 0:00
359	12360	1	2294,99	1251,9813	2294,99	28/04/2013 0:00
359	12667	1	2294,99	1251,9813	2294,99	28/04/2013 0:00
478	12667	1	9,99	3,7363	9,99	28/04/2013 0:00
477	12667	1	4,99	1,8663	4,99	28/04/2013 0:00
217	12667	1	34,99	13,0863	34,99	28/04/2013 0:00
567	28845	1	742,35	461,4448	742,35	28/04/2013 0:00
584	22074	1	539,99	343,6496	539,99	28/04/2013 0:00
479	22074	1	8,99	3,3623	8,99	28/04/2013 0:00
477	22074	1	4,99	1,8663	4,99	28/04/2013 0:00
604	22078	1	539,99	343,6496	539,99	28/04/2013 0:00
538	22078	1	21,49	8,0373	21,49	28/04/2013 0:00
480	22078	1	2,29	0,8565	2,29	28/04/2013 0:00
388	19892	1	1120,49	713,0798	1120,49	28/04/2013 0:00
222	19892	1	34,99	13,0863	34,99	28/04/2013 0:00
604	28916	1	539,99	343,6496	539,99	28/04/2013 0:00
477	28916	1	4,99	1,8663	4,99	28/04/2013 0:00
479	28916	1	8,99	3,3623	8,99	28/04/2013 0:00
484	28916	1	7,95	2,9733	7,95	28/04/2013 0:00
584	21673	1	539,99	343,6496	539,99	28/04/2013 0:00
477	21673	1	4,99	1,8663	4,99	28/04/2013 0:00
479	21673	1	8,99	3,3623	8,99	28/04/2013 0:00
217	21673	1	34,99	13,0863	34,99	28/04/2013 0:00
231	21673	1	49,99	38,4923	49,99	28/04/2013 0:00
606	13258	1	539,99	343,6496	539,99	28/04/2013 0:00
479	13258	1	8,99	3,3623	8,99	28/04/2013 0:00
477	13258	1	4,99	1,8663	4,99	28/04/2013 0:00
484	13258	1	7,95	2,9733	7,95	28/04/2013 0:00
573	24140	1	2384,07	1481,9379	2384,07	28/04/2013 0:00
214	24140	1	34,99	13,0863	34,99	28/04/2013 0:00
384	23547	1	1120,49	713,0798	1120,49	29/04/2013 0:00
222	23547	1	34,99	13,0863	34,99	29/04/2013 0:00
353	13251	1	2319,99	1265,6195	2319,99	29/04/2013 0:00
480	13251	1	2,29	0,8565	2,29	29/04/2013 0:00
359	13771	1	2294,99	1251,9813	2294,99	29/04/2013 0:00
528	13771	1	4,99	1,8663	4,99	29/04/2013 0:00
537	13771	1	35	13,09	35	29/04/2013 0:00
222	13771	1	34,99	13,0863	34,99	29/04/2013 0:00
225	13771	1	8,99	6,9223	8,99	29/04/2013 0:00
539	17227	1	24,99	9,3463	24,99	29/04/2013 0:00
485	23570	1	21,98	8,2205	21,98	29/04/2013 0:00
528	27496	1	4,99	1,8663	4,99	29/04/2013 0:00
537	27496	1	35	13,09	35	29/04/2013 0:00
480	27496	1	2,29	0,8565	2,29	29/04/2013 0:00
530	23096	1	4,99	1,8663	4,99	29/04/2013 0:00
480	23096	1	2,29	0,8565	2,29	29/04/2013 0:00
234	16734	1	49,99	38,4923	49,99	29/04/2013 0:00
214	15795	1	34,99	13,0863	34,99	29/04/2013 0:00
482	15795	1	8,99	3,3623	8,99	29/04/2013 0:00
234	14228	1	49,99	38,4923	49,99	29/04/2013 0:00
378	23922	1	2443,35	1554,9479	2443,35	29/04/2013 0:00
479	23922	1	8,99	3,3623	8,99	29/04/2013 0:00
477	23922	1	4,99	1,8663	4,99	29/04/2013 0:00
225	23922	1	8,99	6,9223	8,99	29/04/2013 0:00
529	27221	1	3,99	1,4923	3,99	29/04/2013 0:00
541	27237	1	28,99	10,8423	28,99	29/04/2013 0:00
528	17119	1	4,99	1,8663	4,99	29/04/2013 0:00
535	17119	1	24,99	9,3463	24,99	29/04/2013 0:00
214	17119	1	34,99	13,0863	34,99	29/04/2013 0:00
228	17119	1	49,99	38,4923	49,99	29/04/2013 0:00
478	21743	1	9,99	3,7363	9,99	29/04/2013 0:00
477	21743	1	4,99	1,8663	4,99	29/04/2013 0:00
217	21743	1	34,99	13,0863	34,99	29/04/2013 0:00
536	23389	1	29,99	11,2163	29,99	29/04/2013 0:00
528	23389	1	4,99	1,8663	4,99	29/04/2013 0:00
480	23389	1	2,29	0,8565	2,29	29/04/2013 0:00
477	14363	1	4,99	1,8663	4,99	29/04/2013 0:00
478	14363	1	9,99	3,7363	9,99	29/04/2013 0:00
478	20458	1	9,99	3,7363	9,99	29/04/2013 0:00
477	20458	1	4,99	1,8663	4,99	29/04/2013 0:00
217	20458	1	34,99	13,0863	34,99	29/04/2013 0:00
475	28035	1	69,99	26,1763	69,99	29/04/2013 0:00
477	19216	1	4,99	1,8663	4,99	29/04/2013 0:00
237	19216	1	49,99	38,4923	49,99	29/04/2013 0:00
477	25925	1	4,99	1,8663	4,99	29/04/2013 0:00
225	25925	1	8,99	6,9223	8,99	29/04/2013 0:00
528	28292	1	4,99	1,8663	4,99	29/04/2013 0:00
485	28292	1	21,98	8,2205	21,98	29/04/2013 0:00
217	28292	1	34,99	13,0863	34,99	29/04/2013 0:00
528	16249	1	4,99	1,8663	4,99	29/04/2013 0:00
481	16249	1	8,99	3,3623	8,99	29/04/2013 0:00
528	17486	1	4,99	1,8663	4,99	29/04/2013 0:00
217	17486	1	34,99	13,0863	34,99	29/04/2013 0:00
228	17486	1	49,99	38,4923	49,99	29/04/2013 0:00
528	15405	1	4,99	1,8663	4,99	29/04/2013 0:00
480	15405	1	2,29	0,8565	2,29	29/04/2013 0:00
484	15405	1	7,95	2,9733	7,95	29/04/2013 0:00
485	21742	1	21,98	8,2205	21,98	29/04/2013 0:00
225	21742	1	8,99	6,9223	8,99	29/04/2013 0:00
485	15838	1	21,98	8,2205	21,98	29/04/2013 0:00
222	15838	1	34,99	13,0863	34,99	29/04/2013 0:00
474	14804	1	69,99	26,1763	69,99	29/04/2013 0:00
529	23757	1	3,99	1,4923	3,99	29/04/2013 0:00
217	23757	1	34,99	13,0863	34,99	29/04/2013 0:00
536	20574	1	29,99	11,2163	29,99	29/04/2013 0:00
481	20574	1	8,99	3,3623	8,99	29/04/2013 0:00
541	12865	1	28,99	10,8423	28,99	29/04/2013 0:00
530	12865	1	4,99	1,8663	4,99	29/04/2013 0:00
480	12865	1	2,29	0,8565	2,29	29/04/2013 0:00
541	13785	1	28,99	10,8423	28,99	29/04/2013 0:00
530	13785	1	4,99	1,8663	4,99	29/04/2013 0:00
479	13785	1	8,99	3,3623	8,99	29/04/2013 0:00
477	13785	1	4,99	1,8663	4,99	29/04/2013 0:00
217	13785	1	34,99	13,0863	34,99	29/04/2013 0:00
530	25665	1	4,99	1,8663	4,99	29/04/2013 0:00
537	12107	1	35	13,09	35	29/04/2013 0:00
537	11932	1	35	13,09	35	29/04/2013 0:00
528	11932	1	4,99	1,8663	4,99	29/04/2013 0:00
480	11932	1	2,29	0,8565	2,29	29/04/2013 0:00
225	12227	1	8,99	6,9223	8,99	29/04/2013 0:00
217	12227	1	34,99	13,0863	34,99	29/04/2013 0:00
596	13067	1	539,99	294,5797	539,99	29/04/2013 0:00
485	13067	1	21,98	8,2205	21,98	29/04/2013 0:00
488	13067	1	53,99	41,5723	53,99	29/04/2013 0:00
378	22903	1	2443,35	1554,9479	2443,35	29/04/2013 0:00
540	22903	1	32,6	12,1924	32,6	29/04/2013 0:00
363	11696	1	2294,99	1251,9813	2294,99	29/04/2013 0:00
355	13190	1	2319,99	1265,6195	2319,99	29/04/2013 0:00
565	14833	1	742,35	461,4448	742,35	29/04/2013 0:00
541	14833	1	28,99	10,8423	28,99	29/04/2013 0:00
606	27340	1	539,99	343,6496	539,99	29/04/2013 0:00
538	27340	1	21,49	8,0373	21,49	29/04/2013 0:00
529	27340	1	3,99	1,4923	3,99	29/04/2013 0:00
480	27340	1	2,29	0,8565	2,29	29/04/2013 0:00
604	27299	1	539,99	343,6496	539,99	29/04/2013 0:00
574	29295	1	2384,07	1481,9379	2384,07	29/04/2013 0:00
575	28957	1	2384,07	1481,9379	2384,07	29/04/2013 0:00
217	28957	1	34,99	13,0863	34,99	29/04/2013 0:00
355	11147	1	2319,99	1265,6195	2319,99	29/04/2013 0:00
485	11147	1	21,98	8,2205	21,98	29/04/2013 0:00
214	11147	1	34,99	13,0863	34,99	29/04/2013 0:00
577	25379	1	1214,85	755,1508	1214,85	29/04/2013 0:00
225	25049	1	8,99	6,9223	8,99	29/04/2013 0:00
561	25049	1	2384,07	1481,9379	2384,07	29/04/2013 0:00
390	19744	1	1120,49	713,0798	1120,49	29/04/2013 0:00
228	19744	1	49,99	38,4923	49,99	29/04/2013 0:00
225	19744	1	8,99	6,9223	8,99	29/04/2013 0:00
384	19867	1	1120,49	713,0798	1120,49	29/04/2013 0:00
222	19867	1	34,99	13,0863	34,99	29/04/2013 0:00
584	22541	1	539,99	343,6496	539,99	29/04/2013 0:00
479	22541	1	8,99	3,3623	8,99	29/04/2013 0:00
477	22541	1	4,99	1,8663	4,99	29/04/2013 0:00
217	22541	1	34,99	13,0863	34,99	29/04/2013 0:00
584	13259	1	539,99	343,6496	539,99	29/04/2013 0:00
538	13259	1	21,49	8,0373	21,49	29/04/2013 0:00
529	13259	1	3,99	1,4923	3,99	29/04/2013 0:00
222	13259	1	34,99	13,0863	34,99	29/04/2013 0:00
225	13259	1	8,99	6,9223	8,99	29/04/2013 0:00
234	13259	1	49,99	38,4923	49,99	29/04/2013 0:00
561	12637	1	2384,07	1481,9379	2384,07	29/04/2013 0:00
222	12637	1	34,99	13,0863	34,99	29/04/2013 0:00
388	23572	1	1120,49	713,0798	1120,49	30/04/2013 0:00
488	23572	1	53,99	41,5723	53,99	30/04/2013 0:00
529	11183	1	3,99	1,4923	3,99	30/04/2013 0:00
480	11183	1	2,29	0,8565	2,29	30/04/2013 0:00
485	16338	1	21,98	8,2205	21,98	30/04/2013 0:00
214	16338	1	34,99	13,0863	34,99	30/04/2013 0:00
490	16338	1	53,99	41,5723	53,99	30/04/2013 0:00
465	28717	1	24,49	9,1593	24,49	30/04/2013 0:00
477	28717	1	4,99	1,8663	4,99	30/04/2013 0:00
476	26762	1	69,99	26,1763	69,99	30/04/2013 0:00
471	26762	1	63,5	23,749	63,5	30/04/2013 0:00
541	19610	1	28,99	10,8423	28,99	30/04/2013 0:00
530	19610	1	4,99	1,8663	4,99	30/04/2013 0:00
214	19610	1	34,99	13,0863	34,99	30/04/2013 0:00
477	11068	1	4,99	1,8663	4,99	30/04/2013 0:00
479	11068	1	8,99	3,3623	8,99	30/04/2013 0:00
467	11068	1	24,49	9,1593	24,49	30/04/2013 0:00
488	11200	1	53,99	41,5723	53,99	30/04/2013 0:00
225	11619	1	8,99	6,9223	8,99	30/04/2013 0:00
529	29073	1	3,99	1,4923	3,99	30/04/2013 0:00
214	29073	1	34,99	13,0863	34,99	30/04/2013 0:00
234	11840	1	49,99	38,4923	49,99	30/04/2013 0:00
480	11331	1	2,29	0,8565	2,29	30/04/2013 0:00
535	20106	1	24,99	9,3463	24,99	30/04/2013 0:00
535	26680	1	24,99	9,3463	24,99	30/04/2013 0:00
528	26680	1	4,99	1,8663	4,99	30/04/2013 0:00
480	26680	1	2,29	0,8565	2,29	30/04/2013 0:00
529	13701	1	3,99	1,4923	3,99	30/04/2013 0:00
540	13701	1	32,6	12,1924	32,6	30/04/2013 0:00
528	12970	1	4,99	1,8663	4,99	30/04/2013 0:00
536	12970	1	29,99	11,2163	29,99	30/04/2013 0:00
485	12970	1	21,98	8,2205	21,98	30/04/2013 0:00
478	15376	1	9,99	3,7363	9,99	30/04/2013 0:00
477	15376	1	4,99	1,8663	4,99	30/04/2013 0:00
478	21753	1	9,99	3,7363	9,99	30/04/2013 0:00
472	21753	1	63,5	23,749	63,5	30/04/2013 0:00
477	21753	1	4,99	1,8663	4,99	30/04/2013 0:00
478	16950	1	9,99	3,7363	9,99	30/04/2013 0:00
477	16950	1	4,99	1,8663	4,99	30/04/2013 0:00
225	16950	1	8,99	6,9223	8,99	30/04/2013 0:00
478	20530	1	9,99	3,7363	9,99	30/04/2013 0:00
477	20530	1	4,99	1,8663	4,99	30/04/2013 0:00
214	20530	1	34,99	13,0863	34,99	30/04/2013 0:00
489	20530	1	53,99	41,5723	53,99	30/04/2013 0:00
475	27401	1	69,99	26,1763	69,99	30/04/2013 0:00
477	27022	1	4,99	1,8663	4,99	30/04/2013 0:00
477	26173	1	4,99	1,8663	4,99	30/04/2013 0:00
528	21691	1	4,99	1,8663	4,99	30/04/2013 0:00
222	21691	1	34,99	13,0863	34,99	30/04/2013 0:00
528	14919	1	4,99	1,8663	4,99	30/04/2013 0:00
480	14919	1	2,29	0,8565	2,29	30/04/2013 0:00
528	26699	1	4,99	1,8663	4,99	30/04/2013 0:00
217	26699	1	34,99	13,0863	34,99	30/04/2013 0:00
463	26699	1	24,49	9,1593	24,49	30/04/2013 0:00
535	16304	1	24,99	9,3463	24,99	30/04/2013 0:00
465	16304	1	24,49	9,1593	24,49	30/04/2013 0:00
539	19923	1	24,99	9,3463	24,99	30/04/2013 0:00
529	23965	1	3,99	1,4923	3,99	30/04/2013 0:00
222	23965	1	34,99	13,0863	34,99	30/04/2013 0:00
541	23745	1	28,99	10,8423	28,99	30/04/2013 0:00
530	23745	1	4,99	1,8663	4,99	30/04/2013 0:00
480	23745	1	2,29	0,8565	2,29	30/04/2013 0:00
